main1,enemy1,main2,enemy2,main3,enemy3,main4,enemy4,main5,enemy5,main_pre_b1,enemy_pre_b1,main_pre_b2,enemy_pre_b2,main_post_b,enemy_post_b,is_first,is_win
c1159,c2016,c2090,c2132,c2042,c2008,c2009,c5082,c1148,c2109,c1151,c4144,c2089,c6062,c1148,c2109,0,2
c1159,c2046,c2016,c1055,c1137,c4144,c2008,c2132,c2074,c1132,c2089,c1133,c1151,c2109,c2008,c1055,0,2
c1159,c2090,c2132,c1055,c2109,c1154,c1126,c2071,c4144,c1101,c1151,c2046,c2089,c1133,c4144,c1154,1,2
c1159,c6037,c2090,c1055,c2111,c2101,c4004,c2046,c2047,c2082,c2089,c2016,c1151,c2109,c2047,c2082,0,2
c2090,c2016,c1159,c2008,c2042,c2132,c4144,c1055,c2074,c2073,c1151,c2089,c2089,c1118,c2042,c2008,0,2
c2090,c1159,c2109,c2132,c2042,c1055,c6062,c2099,c4144,c5089,c2089,c1151,c1151,c1133,c4144,c5089,0,2
c2016,c1159,c2008,c2109,c2132,c4004,c1154,c6062,c2071,c4144,c1151,c1151,c2089,c2090,c2008,c4144,0,1
c1159,c2008,c2090,c2101,c4004,c6037,c2111,c2009,c2109,c1141,c2089,c6062,c1151,c1133,c4004,c6037,1,1
c2016,c1133,c1159,c2069,c2008,c2091,c2015,c1118,c1091,c2102,c1151,c1117,c2089,c2109,c2016,c1118,1,2
c2016,c2008,c2090,c2022,c4004,c2132,c2073,c2109,c5089,c2038,c2089,c2089,c1151,c1159,c4004,c2132,1,1
c1159,c2046,c2132,c1150,c1117,c1014,c2090,c2080,c4144,c2102,c1151,c2109,c2089,c2016,c1117,c2080,0,1
c1159,c2046,c2132,c1020,c2090,c2101,c1117,c5089,c2047,c2102,c2089,c2109,c1151,c2016,c1117,c5089,0,1
c2090,c1055,c2109,c1133,c2008,c2016,c1137,c6062,c1126,c2070,c1151,c2046,c2089,c1151,c1126,c6062,0,1
c2016,c1133,c1159,c2069,c1118,c2091,c1014,c1080,c1007,c2004,c2089,c1117,c1151,c2109,c1118,c1133,0,2
c2109,c2101,c4144,c1102,c6037,c4123,c2099,c1106,c1128,c1129,c1151,c2016,c2089,c1159,c1128,c1129,1,1
c1159,c2090,c2132,c4004,c2109,c2071,c2099,c2042,c2009,c2016,c1151,c5089,c2089,c1126,c2109,c2042,1,1
c2090,c1159,c2109,c2132,c2042,c1055,c6062,c1147,c1133,c5089,c2089,c1117,c1151,c4144,c1133,c5089,0,2
c2016,c1159,c2008,c1055,c1154,c2109,c5089,c1144,c2132,c1147,c1151,c6062,c2089,c2090,c2132,c1144,0,1
c2109,c2070,c4004,c1148,c2090,c2132,c5089,c2071,c2099,c1133,c2089,c1159,c1151,c2016,c5089,c2071,1,2
c1159,c2016,c4004,c2008,c1148,c2046,c2101,c6062,c2047,c5089,c1151,c2090,c2089,c2109,c4004,c6062,0,2
c2090,c1159,c2008,c6037,c2046,c1128,c2050,c1117,c2071,c6062,c2089,c2109,c1151,c2016,c2071,c1128,0,2
c1159,c2016,c2090,c2008,c4004,c2132,c2012,c2109,c1102,c5082,c1151,c6062,c2089,c4144,c4004,c2109,1,1
c2090,c1159,c2109,c6037,c2008,c4144,c2024,c2099,c1117,c1111,c2089,c1133,c1151,c2016,c1117,c2099,0,2
c1159,c1020,c2070,c2046,c2132,c2101,c4144,c2090,c1118,c5089,c1151,c2016,c2089,c2109,c1118,c5089,1,1
c1159,c2016,c2090,c1133,c1117,c1118,c2022,c2082,c2047,c2024,c2089,c1151,c1151,c2089,c1117,c2024,0,1
c1159,c1133,c2109,c1055,c2008,c1118,c1091,c2069,c2015,c2132,c1151,c4144,c2089,c1117,c2109,c1118,1,2
c2008,c1132,c1055,c5089,c2090,c2042,c1134,c1117,c2070,c2109,c3004,c1121,c2089,c6062,c1134,c2109,1,1
c2008,c1159,c2101,c1126,c2109,c2016,c2022,c2071,c1055,c1154,c3004,c1133,c2089,c4144,c1055,c1154,0,1
c1159,c2109,c2008,c5089,c1121,c2070,c1134,c1151,c2022,c1109,c3004,c2089,c2089,c2016,c1159,c2109,1,1
c1159,c5001,c2008,c5082,c2022,c2090,c2132,c5089,c1141,c1134,c3004,c1133,c2089,c2016,c1141,c1134,1,1
c1159,c2016,c2109,c1055,c2008,c1154,c1148,c5082,c2022,c2071,c3004,c4144,c2089,c1151,c1148,c1154,1,1
c1055,c2016,c2008,c1126,c2109,c1159,c1144,c1154,c2132,c2038,c3004,c1151,c2089,c2090,c2132,c1154,0,2
c1133,c2046,c1055,c1150,c1134,c1014,c6037,c1101,c2132,c1147,c3004,c2109,c2089,c2016,c2132,c1101,0,1
c1055,c1159,c2022,c2024,c2132,c2090,c1134,c1101,c2109,c5009,c3004,c1133,c2089,c1118,c1134,c1101,0,1
c2008,c1159,c1055,c2109,c1148,c1151,c1134,c5149,c1074,c5009,c3004,c2089,c2089,c1133,c1148,c5149,0,2
c1137,c1133,c1055,c1118,c1134,c1112,c2095,c1130,c1114,c5046,c3004,c2016,c2089,c2109,c1134,c5046,0,2
c1159,c2046,c1055,c1133,c1112,c1130,c2008,c1014,c1121,c2080,c3004,c2109,c2089,c2016,c1121,c2080,1,2
c2109,c1159,c1151,c2090,c2132,c6037,c1055,c1129,c2099,c1137,c3004,c4144,c2089,c1117,c2099,c1137,0,1
c1055,c2008,c2022,c1159,c2090,c2132,c2099,c1129,c1034,c1144,c2089,c2089,c3004,c1151,c2099,c1129,1,2
c1055,c1159,c2022,c6037,c2008,c2050,c2109,c1147,c2099,c2024,c2089,c1151,c3004,c2089,c2099,c2024,1,1
c1055,c2016,c2070,c2008,c1159,c2109,c2047,c6062,c2022,c1154,c2089,c2090,c3004,c1151,c2070,c1154,1,1
c1159,c2046,c1055,c2101,c1151,c1112,c2111,c5004,c1134,c2082,c2089,c2109,c3004,c1133,c1134,c2082,1,1
c1159,c1151,c2109,c2101,c1055,c5089,c2022,c1154,c2008,c2024,c2089,c1126,c3004,c2090,c2008,c1154,1,2
c1055,c2109,c2008,c2070,c1159,c6062,c2090,c6037,c1121,c5089,c2089,c1151,c3004,c1148,c1121,c2109,0,1
c1159,c2016,c1055,c2008,c1148,c5082,c2009,c2109,c2132,c2090,c2089,c1151,c3004,c1126,c2132,c2109,0,1
c1055,c1159,c2090,c1137,c2109,c6037,c2022,c2071,c4144,c2016,c2089,c5089,c3004,c1151,c1055,c1137,0,2
c1159,c2101,c1055,c1133,c4144,c1112,c1121,c2082,c1137,c2069,c2089,c2109,c3004,c2016,c4144,c1112,1,2
c1159,c2109,c1151,c1118,c1070,c1055,c5016,c1130,c2046,c2082,c2089,c2016,c3004,c1133,c1151,c1118,0,2
c1159,c6037,c2132,c2090,c1055,c2024,c1134,c2050,c1117,c2079,c2089,c2008,c3004,c1126,c1055,c2079,1,1
c1159,c2109,c2071,c5082,c1148,c4144,c1055,c1112,c1154,c2099,c2089,c1133,c3004,c1151,c1154,c2099,1,1
c1159,c1055,c2090,c4123,c2109,c6037,c4144,c2101,c2099,c2016,c2089,c6062,c3004,c2042,c2109,c1055,1,2
c1055,c1159,c2101,c6037,c2109,c2024,c2008,c1121,c2099,c2071,c2089,c2090,c3004,c1151,c2099,c2024,0,1
c1159,c2016,c2008,c2022,c1055,c2090,c4144,c2042,c2071,c2050,c2089,c2089,c3004,c2109,c1159,c2090,0,2
c1159,c1055,c2090,c6037,c1070,c2109,c2071,c5089,c2016,c2099,c2089,c1133,c3004,c1151,c2016,c2099,0,2
c1137,c1133,c1159,c1118,c1055,c2031,c1112,c2011,c1121,c2069,c3004,c2016,c2089,c2109,c1112,c1118,0,2
c1159,c2101,c1055,c1133,c1137,c1118,c2008,c1130,c2109,c2103,c3004,c2090,c2089,c1126,c2008,c1118,1,1
c2016,c1133,c1121,c2069,c1055,c1112,c1134,c2091,c2007,c2082,c2089,c2109,c3004,c1117,c2016,c2069,1,1
c1159,c2090,c2132,c1133,c2109,c2016,c1070,c1055,c1134,c2069,c2089,c6062,c3004,c2008,c2109,c2069,1,1
c1159,c2016,c1148,c1055,c2008,c2090,c1134,c1151,c6037,c1101,c2089,c1126,c3004,c2089,c1159,c1101,1,1
c1159,c2090,c2132,c2070,c4144,c2046,c1151,c1055,c2022,c1128,c2089,c1150,c3004,c6037,c1151,c1128,1,1
c1055,c1159,c1151,c6037,c2101,c2070,c2109,c1114,c2099,c2047,c2089,c2090,c3004,c1126,c2099,c1114,0,1
c1159,c2109,c1151,c2070,c2071,c4144,c1070,c6037,c2022,c2101,c2089,c2090,c3004,c2008,c1151,c6037,1,1
c1133,c1118,c4144,c1014,c1055,c1125,c1091,c1130,c1074,c1112,c2089,c2016,c3004,c2109,c1091,c1112,1,1
c2008,c1159,c2101,c2109,c2071,c1126,c1148,c2102,c1055,c1124,c2089,c2016,c3004,c1133,c1055,c2102,0,1
c1159,c1133,c1137,c2046,c1117,c2132,c1134,c1034,c1131,c2110,c2089,c2016,c3004,c2109,c1134,c2110,1,2
c2016,c1133,c1137,c2069,c1112,c2091,c2007,c1118,c1121,c2024,c2089,c2109,c3004,c1117,c1112,c2024,1,1
c1159,c6037,c2008,c2016,c2109,c1151,c1121,c1148,c2022,c5089,c2089,c1133,c3004,c1055,c1121,c5089,1,1
c1055,c1159,c2008,c2109,c1102,c2111,c2071,c1151,c2016,c2099,c2089,c1126,c3004,c2090,c2016,c1151,0,1
c2016,c1133,c1055,c2069,c2008,c2091,c1091,c1118,c1134,c1112,c2089,c2109,c3004,c1117,c1134,c2069,1,2
c2132,c2090,c1159,c4144,c2109,c2046,c2022,c2071,c1055,c1091,c2089,c1151,c3004,c1126,c2022,c2071,0,1
c2109,c1159,c2008,c2090,c2132,c1151,c6037,c1124,c1134,c1154,c2089,c2016,c3004,c1133,c1134,c1124,0,1
c1159,c2008,c2090,c2109,c2071,c6037,c1148,c1055,c1070,c1073,c2089,c1151,c3004,c1133,c1070,c1073,0,2
c2090,c1159,c1055,c2070,c1151,c2109,c2071,c1145,c1144,c6017,c2089,c6037,c3004,c2089,c2071,c1145,0,2
c2090,c1159,c1055,c1151,c2070,c2109,c2022,c5089,c2016,c2132,c3004,c1133,c2089,c6062,c2022,c1151,0,1
c2008,c2016,c1055,c1159,c2109,c2090,c2132,c2024,c6062,c1129,c3004,c1151,c2089,c2089,c2109,c2024,0,2
c1159,c1133,c1055,c1130,c1137,c1125,c1131,c1034,c1134,c2099,c3004,c2109,c2089,c2016,c1131,c2099,1,1
c1159,c2049,c2008,c1131,c2090,c4144,c1055,c2079,c1148,c2082,c3004,c2024,c2089,c6062,c1148,c2049,1,1
c1159,c2109,c1148,c2090,c2132,c2046,c2071,c1055,c1137,c2099,c3004,c6062,c2089,c1133,c1137,c2099,0,1
c2109,c1159,c2022,c1151,c1055,c1147,c2095,c1128,c1091,c2074,c3004,c1117,c2089,c4144,c1091,c1147,1,2
c2090,c1159,c1055,c4144,c2008,c6037,c2016,c1151,c2050,c1014,c3004,c2109,c2089,c1133,c2008,c1151,0,2
c2090,c1055,c1159,c5089,c1151,c1121,c1144,c1118,c6062,c1111,c3004,c2089,c2089,c1133,c6062,c1118,0,2
c1159,c2016,c1148,c2008,c1055,c2101,c2109,c2022,c5082,c1154,c3004,c2090,c2089,c4144,c1055,c1154,1,2
c2008,c1159,c2101,c4144,c1055,c6037,c2090,c1014,c1144,c1112,c3004,c1133,c2089,c2109,c2008,c4144,0,1
c2008,c1159,c2101,c5089,c1121,c1055,c2109,c1151,c1134,c2111,c3004,c1126,c2089,c2090,c1134,c1151,0,2
c1159,c2090,c4144,c2016,c2008,c1141,c1055,c1014,c2109,c2027,c3004,c1133,c2089,c2046,c2109,c2090,1,1
c2090,c2109,c1148,c2008,c2071,c2132,c1055,c1103,c1151,c1137,c3004,c6037,c2089,c1133,c1151,c1137,1,1
c1159,c2090,c2008,c2109,c2132,c1055,c4144,c1151,c2071,c5089,c3004,c6037,c2089,c2089,c2008,c5089,1,2
c1159,c2109,c2132,c2090,c2071,c2073,c2008,c1055,c4144,c2009,c2089,c1133,c3004,c1151,c2008,c2009,1,2
c1159,c1055,c2008,c2090,c2071,c2109,c2132,c2042,c2016,c4144,c2089,c1151,c3004,c2089,c2008,c4144,0,2
c2008,c1126,c2022,c2070,c2109,c2090,c2132,c2012,c4144,c2071,c2089,c1159,c3004,c1133,c4144,c2012,0,1
c1159,c2101,c2008,c2090,c2132,c2042,c2109,c1022,c2022,c1113,c2089,c3121,c3004,c3122,c2109,c1113,1,2
c1159,c2016,c2109,c1133,c2008,c1118,c1091,c5046,c1074,c1130,c2089,c4144,c3004,c1134,c2008,c1130,1,1
c1159,c2090,c2132,c1055,c2008,c5082,c4144,c2016,c2109,c1154,c2089,c1133,c3004,c2046,c4144,c1154,1,1
c1159,c2070,c1148,c2016,c2008,c2090,c2132,c2111,c2109,c1055,c2089,c1151,c3004,c6062,c2132,c2090,1,1
c1159,c2016,c1148,c5082,c2008,c2070,c2109,c5089,c1151,c1121,c2089,c2090,c3004,c1133,c1151,c1121,1,1
c1159,c2073,c2008,c1144,c2109,c1099,c1148,c2071,c2099,c2050,c2089,c1126,c3004,c2090,c1148,c1099,1,1
c2008,c1159,c2101,c2090,c2132,c2002,c4144,c2111,c2109,c1128,c2089,c2089,c3004,c1151,c2008,c2111,0,2
c1159,c2090,c1148,c2016,c2132,c2042,c4144,c2101,c2109,c5082,c2089,c1151,c3004,c2069,c2132,c5082,1,2
c1159,c1133,c2109,c2101,c4144,c1126,c2022,c4005,c5004,c1055,c2089,c1117,c3004,c2008,c2109,c1055,0,1
c2008,c2016,c1159,c2101,c1148,c2070,c2109,c1121,c4144,c1154,c2089,c2090,c3004,c1151,c4144,c1154,0,2
c1159,c2090,c2132,c3094,c2109,c2071,c2009,c1102,c2099,c2079,c2089,c2024,c3004,c1126,c2099,c2079,1,1
c1159,c2016,c2008,c5082,c1148,c2082,c2109,c2099,c1121,c1055,c2089,c4144,c3004,c1151,c1148,c2099,1,2
c1159,c2016,c2008,c5082,c2109,c1154,c1102,c1121,c2022,c2071,c2089,c1126,c3004,c6062,c1102,c2071,1,2
c1159,c2090,c2109,c2070,c1151,c2071,c4144,c1091,c2132,c4005,c2089,c6037,c3004,c6062,c1151,c1091,1,2
c2008,c2090,c1159,c2101,c2132,c2109,c2071,c6062,c1134,c1131,c2089,c1151,c3004,c1133,c2132,c2109,0,2
c2008,c2016,c1151,c4123,c2109,c2101,c4144,c1102,c2009,c1154,c2089,c1159,c3004,c2070,c2009,c1154,0,1
c1159,c2073,c2109,c1144,c2008,c1154,c2099,c2071,c2016,c5089,c2089,c1126,c3004,c2090,c2099,c1154,1,2
c2008,c1159,c2109,c1151,c2090,c2070,c2022,c2071,c2099,c2079,c2089,c2089,c3004,c2016,c2022,c1159,0,1
c1159,c2016,c4144,c2090,c2132,c5082,c2009,c2008,c2022,c5089,c2089,c1117,c3004,c2109,c2132,c5082,1,1
c2008,c1159,c2101,c2090,c2132,c1144,c2050,c1117,c2099,c4144,c2089,c2016,c3004,c2109,c2099,c1117,0,1
c2008,c2016,c2109,c2070,c2022,c2090,c2132,c1154,c1159,c2101,c2089,c2089,c3004,c1151,c2022,c1154,1,2
c1159,c2008,c2090,c2101,c2109,c2132,c2070,c2071,c2016,c2099,c2089,c2089,c3004,c1151,c2016,c2071,0,2
c2008,c2016,c1159,c2090,c2109,c2132,c6037,c2042,c4144,c2071,c2089,c1151,c3004,c1118,c4144,c2071,0,1
c1159,c2016,c2008,c2101,c2109,c1117,c1148,c2047,c4144,c5089,c2089,c1151,c3004,c2090,c4144,c5089,0,1
c2008,c1159,c2101,c2090,c2109,c2132,c6037,c2099,c5050,c2024,c2089,c1118,c3004,c1121,c5050,c2099,0,1
c2016,c1159,c2008,c1126,c1144,c4144,c2050,c1034,c2022,c2082,c3004,c1117,c2089,c2109,c2008,c1034,0,2
c2008,c2016,c1159,c2101,c2109,c6062,c4144,c2090,c2132,c1154,c3004,c1151,c2089,c2089,c1159,c1154,0,1
c2101,c1159,c2008,c2016,c2109,c2070,c2022,c1128,c2085,c1154,c3004,c4144,c2089,c2090,c2085,c2016,0,2
c2008,c1159,c2101,c2070,c2022,c2109,c2016,c1034,c1144,c5089,c3004,c2090,c2089,c4144,c1144,c1034,0,1
c2008,c1159,c2090,c2109,c2071,c2132,c2070,c2009,c2016,c2101,c3004,c2089,c2089,c6037,c2016,c2009,0,1
c1159,c1133,c1137,c2101,c2090,c1118,c4144,c1130,c2022,c5046,c3004,c2016,c2089,c2109,c2022,c1130,1,1
c2008,c2016,c1159,c2090,c6037,c2042,c2109,c5082,c4144,c2071,c3004,c2089,c2089,c1151,c4144,c2071,0,1
c1159,c6037,c2008,c2070,c1133,c1034,c2109,c2071,c2132,c2090,c3004,c1067,c2089,c3122,c2132,c2071,0,2
c2008,c2046,c1159,c1133,c1137,c2090,c6037,c2101,c2111,c1129,c3004,c2016,c2089,c2109,c2111,c1129,0,2
c1159,c2070,c2008,c5089,c2109,c1121,c2022,c2024,c2050,c2082,c2089,c2089,c3004,c1133,c2008,c2024,0,2
c2109,c2089,c1055,c1137,c6062,c4004,c5082,c2073,c1159,c2071,c1151,c1151,c1133,c2090,c1159,c2071,0,1
c2109,c1133,c1118,c2089,c2024,c4144,c6037,c2102,c2070,c2071,c1142,c2016,c1099,c1126,c6037,c2071,0,2
c2089,c6037,c1055,c1144,c4004,c5082,c1129,c1137,c1159,c2050,c1133,c2101,c1151,c2090,c1129,c1144,1,1
c1055,c1159,c2109,c2090,c2073,c2132,c2042,c1154,c2099,c2071,c1133,c1133,c1151,c2089,c2099,c1154,0,1
c1055,c1159,c2008,c2109,c2073,c2132,c2071,c1148,c2079,c1129,c1151,c1117,c1133,c1133,c2079,c1148,0,1
c2016,c2089,c2008,c4144,c5082,c4004,c1159,c1128,c2109,c2101,c1151,c2090,c1055,c1151,c2008,c1128,0,1
c2089,c6037,c1055,c1159,c4004,c2016,c5089,c4144,c2024,c1112,c1151,c5082,c1133,c1133,c2089,c1112,1,1
c1055,c2090,c2109,c4004,c1159,c2071,c2132,c1076,c2099,c2016,c1133,c2089,c1151,c1151,c2132,c2016,1,1
c2109,c1055,c2132,c2008,c2090,c2073,c4004,c2071,c2079,c6037,c1133,c1151,c1151,c2089,c4004,c2008,0,2
c2109,c1055,c2073,c2132,c6062,c1159,c5089,c2008,c2090,c2016,c1151,c2089,c1133,c1151,c2090,c1159,1,2
c2109,c2008,c2090,c1154,c2070,c6037,c5089,c2079,c1055,c2016,c1151,c2089,c1133,c1159,c2090,c1154,0,1
c2090,c6037,c2109,c2070,c1055,c2016,c1159,c1154,c5089,c2050,c1151,c2089,c1133,c6062,c2090,c1154,0,1
c2089,c4144,c2109,c1118,c4004,c2016,c1055,c1089,c1137,c2070,c1151,c2090,c1133,c2024,c4004,c1118,1,1
c1055,c2089,c4004,c2109,c1159,c2008,c2071,c6062,c1121,c5089,c1151,c1151,c1133,c2090,c4004,c6062,0,2
c2089,c1117,c1055,c2109,c4004,c2090,c5089,c1159,c2132,c1129,c1151,c6037,c1133,c5082,c2089,c1129,1,1
c1055,c2109,c1159,c2008,c6062,c2046,c2071,c5089,c1121,c1148,c1151,c2016,c1133,c2089,c1121,c1148,0,1
c2089,c1055,c4004,c2109,c1137,c2090,c5089,c1159,c1128,c1121,c1151,c1133,c1133,c6062,c1128,c2090,1,1
c1159,c1118,c4144,c2069,c2015,c1142,c1125,c1080,c2016,c1112,c1151,c1117,c1133,c2109,c1125,c1112,0,1
c1159,c2109,c1055,c4004,c2132,c5089,c6062,c2016,c1121,c1134,c1151,c2089,c1133,c2090,c6062,c1134,1,1
c1159,c2070,c2109,c2050,c2090,c5089,c1112,c2132,c2099,c2014,c1133,c2089,c1151,c2016,c1112,c2014,1,2
c2089,c6037,c1055,c2016,c4004,c1118,c4144,c1112,c1134,c2027,c1133,c6062,c1151,c1133,c1134,c1112,1,2
c2090,c2008,c2109,c1154,c6062,c6037,c1055,c2082,c2022,c4144,c1133,c1159,c1151,c2089,c2109,c1154,0,2
c2089,c1159,c1055,c2090,c2109,c6037,c4004,c2071,c5089,c2070,c1133,c1126,c1151,c2016,c1055,c2090,0,1
c1159,c2089,c2109,c1154,c5089,c4004,c6037,c2071,c2099,c1055,c1133,c2090,c1151,c1151,c2099,c2089,0,2
c1159,c2109,c1148,c4004,c2008,c1055,c2071,c5089,c2111,c1102,c1133,c2090,c1151,c2089,c2111,c1102,1,2
c1159,c2089,c1118,c2090,c1055,c4144,c1137,c6017,c1146,c1100,c1133,c2109,c1151,c2016,c1055,c4144,1,1
c6037,c1159,c2101,c2046,c1118,c2050,c1055,c4144,c6062,c1126,c1133,c2109,c1151,c2016,c1118,c1126,0,2
c1159,c2046,c2132,c1014,c2035,c1150,c2015,c5089,c2050,c2080,c1151,c2109,c1133,c2016,c2015,c2080,1,1
c2089,c1089,c1055,c1159,c4004,c1137,c5089,c2132,c2099,c1141,c1151,c2109,c1133,c1126,c2099,c1141,1,1
c2109,c1159,c2090,c2132,c2073,c2070,c5089,c2016,c1055,c1148,c1151,c4144,c1133,c2089,c2073,c2132,0,1
c2089,c1159,c2109,c1055,c4004,c2132,c2024,c2038,c5089,c2046,c1151,c1118,c1133,c1133,c2089,c2046,1,1
c2109,c2089,c2090,c2073,c6037,c1121,c4004,c2071,c1055,c2085,c1151,c2016,c1133,c1159,c1055,c2073,1,2
c2089,c2016,c1055,c2008,c1159,c1076,c1147,c2101,c1128,c2109,c1133,c1133,c1151,c2090,c1147,c2109,1,1
c1118,c1159,c1112,c1055,c2069,c1125,c6037,c2004,c1014,c1023,c1133,c2109,c1151,c1117,c1112,c1023,1,2
c2089,c1159,c1055,c1126,c2016,c1118,c1103,c1111,c1117,c2109,c1133,c2090,c1151,c2101,c1103,c2109,0,1
c1159,c6037,c1055,c2090,c2073,c1112,c1117,c5089,c1144,c1023,c1133,c2089,c1151,c2109,c1144,c1112,1,1
c1118,c1159,c1055,c2024,c2095,c2090,c1134,c2101,c1125,c2046,c1133,c2109,c1151,c1117,c2095,c2046,0,1
c2109,c2050,c2090,c2070,c5089,c2132,c2042,c2099,c2053,c1125,c1133,c2089,c1151,c2016,c2053,c2099,0,2
c2089,c1159,c2109,c5082,c1128,c2079,c2053,c2016,c1055,c5046,c1133,c2090,c1151,c1126,c1128,c5082,0,1
c2090,c1159,c2109,c2016,c1055,c2132,c2073,c2103,c5089,c4004,c1133,c2089,c1151,c4144,c1055,c2132,0,2
c1118,c1055,c1159,c5089,c1137,c1112,c1121,c2090,c2038,c2016,c1133,c1117,c1151,c2109,c1121,c2090,0,1
c1159,c1089,c2090,c2132,c1055,c1141,c2073,c1137,c1121,c5089,c1151,c2109,c1133,c1126,c2090,c1137,0,1
c2089,c2016,c1055,c2008,c1159,c2109,c1147,c2132,c1128,c5082,c1133,c2090,c1151,c1151,c1128,c5082,0,1
c1159,c1118,c1137,c4144,c1091,c2089,c1055,c2069,c2008,c2102,c1133,c1117,c1151,c2109,c1137,c1118,1,2
c1159,c2016,c1055,c2089,c6037,c2101,c4144,c2008,c1141,c2024,c1133,c2090,c1151,c6062,c1141,c2024,1,1
c2016,c1118,c2008,c2069,c1112,c2091,c1137,c2012,c1134,c2024,c1151,c1117,c1133,c2109,c1134,c2012,0,2
c1159,c2089,c2016,c2008,c4004,c2109,c1154,c1148,c1102,c1034,c1133,c2090,c1151,c6062,c1154,c1034,1,1
c1159,c2008,c2109,c2016,c2090,c5082,c1034,c1154,c5149,c5089,c1133,c1133,c1151,c2089,c1159,c5089,1,1
c2008,c1159,c2016,c2101,c5089,c6062,c2073,c2070,c2099,c2046,c1133,c1151,c1151,c2090,c5089,c2046,0,1
c2089,c2109,c4004,c5082,c2071,c1148,c6062,c2079,c5089,c2090,c1133,c1151,c1151,c2102,c6062,c5082,1,2
c1159,c2089,c2109,c2101,c2111,c4004,c2008,c2079,c1148,c2071,c1133,c1126,c1151,c2090,c1148,c2089,0,1
c1159,c2016,c2109,c2008,c2090,c2132,c6062,c1055,c1129,c1102,c1133,c2089,c1151,c1118,c6062,c1102,1,1
c2090,c1159,c2016,c1126,c2132,c4004,c2008,c2038,c4144,c1148,c1133,c2089,c1151,c2109,c2090,c4004,0,1
c1125,c1118,c4144,c1119,c2109,c6037,c4004,c1137,c1103,c2085,c1133,c2016,c1151,c1117,c1103,c1119,0,1
c2089,c1159,c2109,c2008,c1055,c2016,c5089,c5082,c1128,c2024,c1133,c2090,c1151,c4144,c1128,c2024,0,1
c2089,c1159,c4004,c2090,c2132,c2046,c2038,c2070,c4144,c2050,c1133,c2016,c1151,c2109,c2132,c2090,0,2
c2089,c1159,c2008,c2109,c2016,c6037,c5089,c1055,c1112,c1121,c1133,c1151,c1151,c2090,c5089,c6037,1,2
c2109,c2089,c1159,c2016,c2090,c4004,c2070,c1128,c4144,c1139,c1133,c1133,c1151,c1151,c2109,c1128,0,1
c2016,c1118,c2008,c2069,c1091,c2091,c1134,c2082,c2015,c2079,c1133,c2109,c1151,c1117,c1134,c2079,0,1
c2089,c2016,c1055,c5082,c2073,c1126,c1103,c6037,c4144,c5149,c1133,c2090,c1151,c1159,c4144,c5149,1,2
c1159,c2089,c4004,c2109,c2071,c1055,c6037,c2073,c2132,c2090,c1133,c1118,c1151,c1133,c2071,c2073,0,2
c1159,c2109,c2089,c1118,c4144,c1150,c4004,c1119,c6037,c2080,c1133,c2016,c1151,c1133,c4004,c1118,0,2
c1159,c1126,c2109,c2070,c4004,c2090,c1103,c5089,c2132,c1121,c1133,c1133,c1151,c6062,c1159,c5089,0,1
c2016,c1159,c2008,c1148,c5089,c2042,c2089,c2009,c2099,c2047,c1133,c1118,c1151,c2090,c2089,c2042,0,1
c2109,c2050,c1159,c2073,c4004,c2008,c2090,c2132,c2099,c2071,c1133,c2089,c1151,c1117,c2099,c2132,0,2
c2016,c1159,c1091,c1118,c2042,c2082,c1134,c1014,c1137,c2069,c1133,c2109,c1151,c1117,c2016,c2082,1,2
c1159,c5089,c1121,c4123,c2008,c2027,c2016,c1014,c2109,c1141,c1133,c2089,c1151,c1133,c2109,c1141,1,1
c6037,c1159,c2101,c2008,c2090,c2024,c4004,c2099,c1118,c2050,c1133,c2016,c1151,c2109,c1118,c2099,0,2
c1159,c2016,c2090,c2008,c2070,c2132,c4144,c2109,c1148,c6037,c1151,c1151,c1133,c2089,c1148,c2008,0,2
c2089,c2109,c4004,c5082,c2073,c2090,c2071,c5001,c2111,c2101,c1151,c1150,c1133,c1118,c2111,c5082,0,1
c1159,c2089,c2109,c1117,c4004,c2090,c1146,c5089,c1103,c5071,c1133,c1151,c1151,c2016,c4004,c5089,0,1
c2008,c1159,c2016,c2090,c2132,c2109,c2071,c1148,c1103,c2009,c1133,c2046,c1151,c2089,c2132,c1148,0,1
c1159,c2046,c2132,c1020,c2035,c1147,c2095,c1014,c2015,c5089,c1151,c2109,c1133,c2016,c2015,c1014,0,1
c1159,c2090,c2109,c2016,c2132,c2042,c4144,c1154,c4004,c2071,c1151,c2089,c1133,c1151,c4004,c1154,1,2
c2089,c2050,c2109,c2024,c2042,c1125,c2090,c2011,c1141,c1134,c1151,c1126,c1133,c6062,c2109,c2024,1,1
c2089,c1159,c2008,c2016,c1148,c1121,c4144,c4004,c2038,c2024,c1151,c1151,c1133,c2090,c2038,c2024,1,2
c2089,c1159,c2109,c2073,c2053,c4004,c5089,c2071,c2099,c2079,c1151,c1126,c1133,c1151,c2099,c4004,0,1
c2089,c2016,c2008,c1159,c1148,c1053,c4144,c2085,c2074,c6011,c1151,c2090,c1133,c1151,c4144,c6011,1,1
c1159,c6037,c2101,c2090,c2073,c4144,c2008,c1014,c1103,c2082,c1151,c2109,c1133,c2016,c1103,c4144,1,1
